walk_index,terminal_position,scaled_terminal
1368,6,0.189737
1369,-6,-0.189737
1370,28,0.885438
1371,0,0
1372,-24,-0.758947
1373,28,0.885438
1374,-6,-0.189737
1375,-30,-0.948683
1376,-14,-0.442719
1377,4,0.126491
1378,-10,-0.316228
1379,-28,-0.885438
1380,4,0.126491
1381,4,0.126491
1382,-18,-0.56921
1383,20,0.632456
1384,16,0.505964
1385,4,0.126491
1386,68,2.15035
1387,50,1.58114
1388,60,1.89737
1389,-54,-1.70763
1390,0,0
1391,6,0.189737
1392,-44,-1.3914
1393,-88,-2.7828
1394,10,0.316228
1395,-22,-0.695701
1396,40,1.26491
1397,14,0.442719
1398,6,0.189737
1399,-4,-0.126491
1400,6,0.189737
1401,-30,-0.948683
1402,56,1.77088
1403,20,0.632456
1404,-36,-1.13842
1405,-14,-0.442719
1406,26,0.822192
1407,-30,-0.948683
1408,-10,-0.316228
1409,-12,-0.379473
1410,-64,-2.02386
1411,-22,-0.695701
1412,16,0.505964
1413,10,0.316228
1414,-2,-0.0632456
1415,-22,-0.695701
1416,-2,-0.0632456
1417,-20,-0.632456
1418,-2,-0.0632456
1419,-18,-0.56921
1420,40,1.26491
1421,22,0.695701
1422,-24,-0.758947
1423,26,0.822192
1424,-66,-2.0871
1425,-14,-0.442719
1426,16,0.505964
1427,64,2.02386
1428,2,0.0632456
1429,2,0.0632456
1430,-12,-0.379473
1431,38,1.20167
1432,-26,-0.822192
1433,-40,-1.26491
1434,-12,-0.379473
1435,-28,-0.885438
1436,28,0.885438
1437,-20,-0.632456
1438,-24,-0.758947
1439,2,0.0632456
1440,-36,-1.13842
1441,54,1.70763
1442,-22,-0.695701
1443,28,0.885438
1444,30,0.948683
1445,78,2.46658
1446,-42,-1.32816
1447,28,0.885438
1448,-44,-1.3914
1449,-12,-0.379473
1450,14,0.442719
1451,-36,-1.13842
1452,30,0.948683
1453,-12,-0.379473
1454,-54,-1.70763
1455,-42,-1.32816
1456,-60,-1.89737
1457,88,2.7828
1458,-12,-0.379473
1459,-26,-0.822192
1460,28,0.885438
1461,-14,-0.442719
1462,72,2.27684
1463,26,0.822192
1464,20,0.632456
1465,-30,-0.948683
1466,-26,-0.822192
1467,18,0.56921
1468,-26,-0.822192
1469,16,0.505964
1470,-44,-1.3914
1471,6,0.189737
1472,70,2.21359
1473,-12,-0.379473
1474,-48,-1.51789
1475,-46,-1.45465
1476,-10,-0.316228
1477,-10,-0.316228
1478,44,1.3914
1479,2,0.0632456
1480,16,0.505964
1481,50,1.58114
1482,-18,-0.56921
1483,-54,-1.70763
1484,2,0.0632456
1485,12,0.379473
1486,10,0.316228
1487,0,0
1488,4,0.126491
1489,-12,-0.379473
1490,34,1.07517
1491,12,0.379473
1492,-10,-0.316228
1493,22,0.695701
1494,32,1.01193
1495,-64,-2.02386
1496,-10,-0.316228
1497,46,1.45465
1498,-2,-0.0632456
1499,12,0.379473
1500,18,0.56921
1501,60,1.89737
1502,-30,-0.948683
1503,-30,-0.948683
1504,-38,-1.20167
1505,50,1.58114
1506,64,2.02386
1507,20,0.632456
1508,-22,-0.695701
1509,18,0.56921
1510,-38,-1.20167
1511,-6,-0.189737
1512,-40,-1.26491
1513,26,0.822192
1514,64,2.02386
1515,14,0.442719
1516,14,0.442719
1517,12,0.379473
1518,26,0.822192
1519,18,0.56921
1520,-2,-0.0632456
1521,-46,-1.45465
1522,-48,-1.51789
1523,36,1.13842
1524,-64,-2.02386
1525,8,0.252982
1526,-34,-1.07517
1527,-34,-1.07517
1528,-36,-1.13842
1529,-32,-1.01193
1530,-40,-1.26491
1531,10,0.316228
1532,-16,-0.505964
1533,-64,-2.02386
1534,-8,-0.252982
1535,14,0.442719
1536,-48,-1.51789
1537,-32,-1.01193
1538,14,0.442719
1539,-14,-0.442719
1540,12,0.379473
1541,-18,-0.56921
1542,-18,-0.56921
1543,38,1.20167
1544,-10,-0.316228
1545,-38,-1.20167
1546,-36,-1.13842
1547,48,1.51789
1548,28,0.885438
1549,28,0.885438
1550,-42,-1.32816
1551,-34,-1.07517
1552,18,0.56921
1553,8,0.252982
1554,24,0.758947
1555,14,0.442719
1556,-56,-1.77088
1557,78,2.46658
1558,26,0.822192
1559,-12,-0.379473
1560,-54,-1.70763
1561,-14,-0.442719
1562,52,1.64438
1563,-38,-1.20167
1564,-16,-0.505964
1565,14,0.442719
1566,-48,-1.51789
1567,24,0.758947
1568,-34,-1.07517
1569,68,2.15035
1570,-20,-0.632456
1571,24,0.758947
1572,8,0.252982
1573,42,1.32816
1574,2,0.0632456
1575,32,1.01193
1576,-46,-1.45465
1577,-54,-1.70763
1578,62,1.96061
1579,46,1.45465
1580,8,0.252982
1581,6,0.189737
1582,36,1.13842
1583,-10,-0.316228
1584,-8,-0.252982
1585,14,0.442719
1586,-28,-0.885438
1587,16,0.505964
1588,-12,-0.379473
1589,-14,-0.442719
1590,24,0.758947
1591,-80,-2.52982
1592,40,1.26491
1593,-26,-0.822192
1594,-20,-0.632456
1595,52,1.64438
1596,-24,-0.758947
1597,-12,-0.379473
1598,-6,-0.189737
1599,12,0.379473
1600,10,0.316228
1601,-8,-0.252982
1602,16,0.505964
1603,36,1.13842
1604,18,0.56921
1605,60,1.89737
1606,-8,-0.252982
1607,-66,-2.0871
1608,18,0.56921
1609,-40,-1.26491
1610,38,1.20167
1611,18,0.56921
1612,16,0.505964
1613,-14,-0.442719
1614,-48,-1.51789
1615,28,0.885438
1616,12,0.379473
1617,6,0.189737
1618,-22,-0.695701
1619,22,0.695701
1620,-8,-0.252982
1621,38,1.20167
1622,-28,-0.885438
1623,-10,-0.316228
1624,-16,-0.505964
1625,-70,-2.21359
1626,-18,-0.56921
1627,-20,-0.632456
1628,14,0.442719
1629,26,0.822192
1630,-30,-0.948683
1631,28,0.885438
1632,-8,-0.252982
1633,24,0.758947
1634,2,0.0632456
1635,-20,-0.632456
1636,-32,-1.01193
1637,-14,-0.442719
1638,-6,-0.189737
1639,32,1.01193
1640,-14,-0.442719
1641,-34,-1.07517
1642,-28,-0.885438
1643,14,0.442719
1644,-12,-0.379473
1645,-4,-0.126491
1646,-20,-0.632456
1647,-34,-1.07517
1648,12,0.379473
1649,-2,-0.0632456
1650,68,2.15035
1651,-20,-0.632456
1652,-16,-0.505964
1653,-46,-1.45465
1654,52,1.64438
1655,28,0.885438
1656,-14,-0.442719
1657,-24,-0.758947
1658,-6,-0.189737
1659,-28,-0.885438
1660,-10,-0.316228
1661,24,0.758947
1662,16,0.505964
1663,42,1.32816
1664,18,0.56921
1665,20,0.632456
1666,-76,-2.40333
1667,8,0.252982
1668,56,1.77088
1669,-68,-2.15035
1670,8,0.252982
1671,-8,-0.252982
1672,-32,-1.01193
1673,-60,-1.89737
1674,-46,-1.45465
1675,4,0.126491
1676,10,0.316228
1677,36,1.13842
1678,-20,-0.632456
1679,-32,-1.01193
1680,-16,-0.505964
1681,34,1.07517
1682,2,0.0632456
1683,8,0.252982
1684,40,1.26491
1685,22,0.695701
1686,-6,-0.189737
1687,-10,-0.316228
1688,-36,-1.13842
1689,-46,-1.45465
1690,26,0.822192
1691,26,0.822192
1692,4,0.126491
1693,8,0.252982
1694,18,0.56921
1695,-42,-1.32816
1696,6,0.189737
1697,0,0
1698,22,0.695701
1699,-30,-0.948683
1700,-26,-0.822192
1701,-8,-0.252982
1702,-8,-0.252982
1703,14,0.442719
1704,-22,-0.695701
1705,-30,-0.948683
1706,-10,-0.316228
1707,8,0.252982
1708,12,0.379473
1709,-4,-0.126491
1710,-20,-0.632456
1711,14,0.442719
1712,6,0.189737
1713,30,0.948683
1714,-70,-2.21359
1715,64,2.02386
1716,42,1.32816
1717,-18,-0.56921
1718,-2,-0.0632456
1719,-16,-0.505964
1720,64,2.02386
1721,-2,-0.0632456
1722,32,1.01193
1723,-4,-0.126491
1724,-4,-0.126491
1725,-30,-0.948683
1726,70,2.21359
1727,-2,-0.0632456
1728,-26,-0.822192
1729,-34,-1.07517
1730,16,0.505964
1731,-2,-0.0632456
1732,-4,-0.126491
1733,-56,-1.77088
1734,36,1.13842
1735,-18,-0.56921
1736,32,1.01193
1737,-44,-1.3914
1738,-4,-0.126491
1739,-4,-0.126491
1740,-20,-0.632456
1741,2,0.0632456
1742,22,0.695701
1743,-10,-0.316228
1744,-48,-1.51789
1745,28,0.885438
1746,62,1.96061
1747,-40,-1.26491
1748,10,0.316228
1749,12,0.379473
1750,-42,-1.32816
1751,-38,-1.20167
1752,46,1.45465
1753,-16,-0.505964
1754,10,0.316228
1755,-50,-1.58114
1756,-6,-0.189737
1757,-6,-0.189737
1758,-28,-0.885438
1759,22,0.695701
1760,0,0
1761,0,0
1762,-26,-0.822192
1763,-22,-0.695701
1764,62,1.96061
1765,24,0.758947
1766,-24,-0.758947
1767,18,0.56921
1768,-4,-0.126491
1769,0,0
1770,-12,-0.379473
1771,-24,-0.758947
1772,-22,-0.695701
1773,-36,-1.13842
1774,30,0.948683
1775,14,0.442719
1776,-32,-1.01193
1777,-46,-1.45465
1778,72,2.27684
1779,-10,-0.316228
1780,-20,-0.632456
1781,4,0.126491
1782,-46,-1.45465
1783,34,1.07517
1784,-8,-0.252982
1785,30,0.948683
1786,10,0.316228
1787,20,0.632456
1788,-2,-0.0632456
1789,-28,-0.885438
1790,42,1.32816
1791,-16,-0.505964
1792,-34,-1.07517
1793,16,0.505964
1794,-42,-1.32816
1795,-10,-0.316228
1796,-42,-1.32816
1797,24,0.758947
1798,14,0.442719
1799,12,0.379473
1800,-32,-1.01193
1801,26,0.822192
1802,0,0
1803,-26,-0.822192
1804,2,0.0632456
1805,-34,-1.07517
1806,-12,-0.379473
1807,-16,-0.505964
1808,34,1.07517
1809,6,0.189737
1810,0,0
1811,10,0.316228
1812,12,0.379473
1813,28,0.885438
1814,-22,-0.695701
1815,36,1.13842
1816,-36,-1.13842
1817,38,1.20167
1818,-14,-0.442719
1819,26,0.822192
1820,-42,-1.32816
1821,-8,-0.252982
1822,34,1.07517
1823,8,0.252982
1824,-2,-0.0632456
1825,-52,-1.64438
1826,46,1.45465
1827,0,0
1828,8,0.252982
1829,48,1.51789
1830,-6,-0.189737
1831,4,0.126491
1832,-20,-0.632456
1833,-32,-1.01193
1834,-32,-1.01193
1835,16,0.505964
1836,-10,-0.316228
1837,6,0.189737
1838,16,0.505964
1839,42,1.32816
1840,32,1.01193
1841,-16,-0.505964
1842,16,0.505964
1843,16,0.505964
1844,4,0.126491
1845,16,0.505964
1846,26,0.822192
1847,34,1.07517
1848,16,0.505964
1849,12,0.379473
1850,-16,-0.505964
1851,-50,-1.58114
1852,-56,-1.77088
1853,-14,-0.442719
1854,-4,-0.126491
1855,2,0.0632456
1856,20,0.632456
1857,-10,-0.316228
1858,-18,-0.56921
1859,-12,-0.379473
1860,96,3.03579
1861,-4,-0.126491
1862,32,1.01193
1863,-22,-0.695701
1864,-30,-0.948683
1865,-28,-0.885438
1866,-66,-2.0871
1867,-16,-0.505964
1868,34,1.07517
1869,22,0.695701
1870,4,0.126491
1871,-14,-0.442719
1872,36,1.13842
1873,60,1.89737
1874,-74,-2.34009
1875,-34,-1.07517
1876,-46,-1.45465
1877,18,0.56921
1878,14,0.442719
1879,-8,-0.252982
1880,-18,-0.56921
1881,30,0.948683
1882,2,0.0632456
1883,6,0.189737
1884,12,0.379473
1885,18,0.56921
1886,48,1.51789
1887,4,0.126491
1888,-24,-0.758947
1889,6,0.189737
1890,-36,-1.13842
1891,12,0.379473
1892,76,2.40333
1893,26,0.822192
1894,34,1.07517
1895,-8,-0.252982
1896,-44,-1.3914
1897,34,1.07517
1898,32,1.01193
1899,16,0.505964
1900,-20,-0.632456
1901,-8,-0.252982
1902,12,0.379473
1903,-22,-0.695701
1904,-42,-1.32816
1905,68,2.15035
1906,-56,-1.77088
1907,12,0.379473
1908,-16,-0.505964
1909,-8,-0.252982
1910,20,0.632456
1911,-12,-0.379473
1912,-24,-0.758947
1913,-12,-0.379473
1914,-60,-1.89737
1915,-36,-1.13842
1916,-36,-1.13842
1917,18,0.56921
1918,22,0.695701
1919,6,0.189737
1920,-34,-1.07517
1921,28,0.885438
1922,-2,-0.0632456
1923,-60,-1.89737
1924,-74,-2.34009
1925,-32,-1.01193
1926,44,1.3914
1927,-28,-0.885438
1928,14,0.442719
1929,-32,-1.01193
1930,-46,-1.45465
1931,-46,-1.45465
1932,-36,-1.13842
1933,16,0.505964
1934,-2,-0.0632456
1935,8,0.252982
1936,6,0.189737
1937,-22,-0.695701
1938,-2,-0.0632456
1939,50,1.58114
1940,14,0.442719
1941,-6,-0.189737
1942,4,0.126491
1943,-56,-1.77088
1944,-64,-2.02386
1945,-20,-0.632456
1946,40,1.26491
1947,-24,-0.758947
1948,110,3.47851
1949,-18,-0.56921
1950,-36,-1.13842
1951,-14,-0.442719
1952,14,0.442719
1953,-14,-0.442719
1954,14,0.442719
1955,24,0.758947
1956,18,0.56921
1957,56,1.77088
1958,-72,-2.27684
1959,42,1.32816
1960,-40,-1.26491
1961,36,1.13842
1962,-12,-0.379473
1963,22,0.695701
1964,8,0.252982
1965,-22,-0.695701
1966,40,1.26491
1967,-42,-1.32816
1968,2,0.0632456
1969,-28,-0.885438
1970,-4,-0.126491
1971,-72,-2.27684
1972,30,0.948683
1973,30,0.948683
1974,32,1.01193
1975,2,0.0632456
1976,-2,-0.0632456
1977,0,0
1978,6,0.189737
1979,8,0.252982
1980,20,0.632456
1981,-42,-1.32816
1982,-42,-1.32816
1983,-68,-2.15035
1984,46,1.45465
1985,-20,-0.632456
1986,-8,-0.252982
1987,-24,-0.758947
1988,-6,-0.189737
1989,-12,-0.379473
1990,6,0.189737
1991,-36,-1.13842
1992,-10,-0.316228
1993,-34,-1.07517
1994,4,0.126491
1995,-6,-0.189737
1996,16,0.505964
1997,46,1.45465
1998,6,0.189737
1999,-4,-0.126491
2000,-8,-0.252982
2001,0,0
2002,-40,-1.26491
2003,52,1.64438
2004,-70,-2.21359
2005,20,0.632456
2006,8,0.252982
2007,-2,-0.0632456
2008,-74,-2.34009
2009,0,0
2010,-12,-0.379473
2011,-10,-0.316228
2012,30,0.948683
2013,-36,-1.13842
2014,6,0.189737
2015,-20,-0.632456
2016,-20,-0.632456
2017,42,1.32816
2018,-36,-1.13842
2019,90,2.84605
2020,4,0.126491
2021,-92,-2.9093
2022,24,0.758947
2023,66,2.0871
2024,30,0.948683
2025,10,0.316228
2026,34,1.07517
2027,-26,-0.822192
2028,30,0.948683
2029,-38,-1.20167
2030,18,0.56921
2031,-20,-0.632456
2032,26,0.822192
2033,14,0.442719
2034,-4,-0.126491
2035,12,0.379473
2036,-16,-0.505964
2037,-8,-0.252982
2038,18,0.56921
2039,44,1.3914
2040,22,0.695701
2041,-2,-0.0632456
2042,-14,-0.442719
2043,14,0.442719
2044,-52,-1.64438
2045,-10,-0.316228
2046,6,0.189737
2047,12,0.379473
2048,-4,-0.126491
2049,58,1.83412
2050,-10,-0.316228
2051,26,0.822192
2052,24,0.758947
2053,48,1.51789
2054,-48,-1.51789
2055,-14,-0.442719
2056,-28,-0.885438
2057,-26,-0.822192
2058,72,2.27684
2059,-50,-1.58114
2060,42,1.32816
2061,-26,-0.822192
2062,18,0.56921
2063,4,0.126491
2064,-26,-0.822192
2065,-12,-0.379473
2066,16,0.505964
2067,-6,-0.189737
2068,-42,-1.32816
2069,-16,-0.505964
2070,24,0.758947
2071,-36,-1.13842
2072,-50,-1.58114
2073,-20,-0.632456
2074,-6,-0.189737
2075,36,1.13842
2076,56,1.77088
2077,6,0.189737
2078,32,1.01193
2079,22,0.695701
2080,-48,-1.51789
2081,-6,-0.189737
2082,60,1.89737
2083,26,0.822192
2084,44,1.3914
2085,64,2.02386
2086,62,1.96061
2087,-8,-0.252982
2088,2,0.0632456
2089,-38,-1.20167
2090,2,0.0632456
2091,-42,-1.32816
2092,-26,-0.822192
2093,-2,-0.0632456
2094,2,0.0632456
2095,-92,-2.9093
2096,-16,-0.505964
2097,30,0.948683
2098,-56,-1.77088
2099,-14,-0.442719
2100,10,0.316228
2101,-12,-0.379473
2102,34,1.07517
2103,18,0.56921
2104,-10,-0.316228
2105,-18,-0.56921
2106,-2,-0.0632456
2107,-10,-0.316228
2108,44,1.3914
2109,20,0.632456
2110,16,0.505964
2111,-12,-0.379473
2112,-4,-0.126491
2113,14,0.442719
2114,24,0.758947
2115,-82,-2.59307
2116,16,0.505964
2117,-30,-0.948683
2118,18,0.56921
2119,12,0.379473
2120,-8,-0.252982
2121,-4,-0.126491
2122,-18,-0.56921
2123,16,0.505964
2124,36,1.13842
2125,72,2.27684
2126,-18,-0.56921
2127,22,0.695701
2128,-2,-0.0632456
2129,40,1.26491
2130,-6,-0.189737
2131,8,0.252982
2132,-36,-1.13842
2133,10,0.316228
2134,-18,-0.56921
2135,16,0.505964
2136,-8,-0.252982
2137,22,0.695701
2138,20,0.632456
2139,-94,-2.97254
2140,4,0.126491
2141,-2,-0.0632456
2142,30,0.948683
2143,4,0.126491
2144,26,0.822192
2145,60,1.89737
2146,14,0.442719
2147,-4,-0.126491
2148,-6,-0.189737
2149,18,0.56921
2150,-2,-0.0632456
2151,6,0.189737
2152,16,0.505964
2153,-22,-0.695701
2154,-20,-0.632456
2155,46,1.45465
2156,30,0.948683
2157,-28,-0.885438
2158,-86,-2.71956
2159,28,0.885438
2160,18,0.56921
2161,-2,-0.0632456
2162,-34,-1.07517
2163,-8,-0.252982
2164,44,1.3914
2165,18,0.56921
2166,-72,-2.27684
2167,36,1.13842
2168,-30,-0.948683
2169,36,1.13842
2170,46,1.45465
2171,-4,-0.126491
2172,-42,-1.32816
2173,-28,-0.885438
2174,-10,-0.316228
2175,-82,-2.59307
2176,-52,-1.64438
2177,76,2.40333
2178,-26,-0.822192
2179,30,0.948683
2180,28,0.885438
2181,78,2.46658
2182,-10,-0.316228
2183,-24,-0.758947
2184,-4,-0.126491
2185,50,1.58114
2186,-68,-2.15035
2187,-4,-0.126491
2188,-26,-0.822192
2189,-18,-0.56921
2190,64,2.02386
2191,-62,-1.96061
2192,-36,-1.13842
2193,-28,-0.885438
2194,-30,-0.948683
2195,-30,-0.948683
2196,-16,-0.505964
2197,-50,-1.58114
2198,22,0.695701
2199,52,1.64438
2200,-2,-0.0632456
2201,4,0.126491
2202,-8,-0.252982
2203,86,2.71956
2204,14,0.442719
2205,-34,-1.07517
2206,-30,-0.948683
2207,50,1.58114
2208,-36,-1.13842
2209,70,2.21359
2210,26,0.822192
2211,-38,-1.20167
2212,-46,-1.45465
2213,4,0.126491
2214,12,0.379473
2215,-18,-0.56921
2216,-20,-0.632456
2217,-18,-0.56921
2218,20,0.632456
2219,10,0.316228
2220,-34,-1.07517
2221,20,0.632456
2222,14,0.442719
2223,-68,-2.15035
2224,12,0.379473
2225,-2,-0.0632456
2226,18,0.56921
2227,-76,-2.40333
2228,-12,-0.379473
2229,-32,-1.01193
2230,30,0.948683
2231,8,0.252982
2232,-20,-0.632456
2233,4,0.126491
2234,-16,-0.505964
2235,-36,-1.13842
2236,26,0.822192
2237,74,2.34009
2238,34,1.07517
2239,-28,-0.885438
2240,34,1.07517
2241,18,0.56921
2242,16,0.505964
2243,28,0.885438
2244,-10,-0.316228
2245,36,1.13842
2246,-30,-0.948683
2247,18,0.56921
2248,34,1.07517
2249,2,0.0632456
2250,-4,-0.126491
2251,42,1.32816
2252,-8,-0.252982
2253,46,1.45465
2254,42,1.32816
2255,-6,-0.189737
2256,30,0.948683
2257,-40,-1.26491
2258,-26,-0.822192
2259,-38,-1.20167
2260,-4,-0.126491
2261,-26,-0.822192
2262,14,0.442719
2263,48,1.51789
2264,52,1.64438
2265,-26,-0.822192
2266,-12,-0.379473
2267,6,0.189737
2268,16,0.505964
2269,-28,-0.885438
2270,-44,-1.3914
2271,8,0.252982
2272,18,0.56921
2273,14,0.442719
2274,-28,-0.885438
2275,44,1.3914
2276,26,0.822192
2277,10,0.316228
2278,-30,-0.948683
2279,38,1.20167
2280,68,2.15035
2281,6,0.189737
2282,-6,-0.189737
2283,32,1.01193
2284,2,0.0632456
2285,-4,-0.126491
2286,-18,-0.56921
2287,-46,-1.45465
2288,-18,-0.56921
2289,-22,-0.695701
2290,-20,-0.632456
2291,-46,-1.45465
2292,-50,-1.58114
2293,-2,-0.0632456
2294,58,1.83412
2295,64,2.02386
2296,22,0.695701
2297,8,0.252982
2298,10,0.316228
2299,-46,-1.45465
2300,-12,-0.379473
2301,-26,-0.822192
2302,28,0.885438
2303,-16,-0.505964
2304,6,0.189737
2305,-4,-0.126491
2306,0,0
2307,-4,-0.126491
2308,44,1.3914
2309,-16,-0.505964
2310,-18,-0.56921
2311,-2,-0.0632456
2312,-44,-1.3914
2313,-26,-0.822192
2314,30,0.948683
2315,26,0.822192
2316,-24,-0.758947
2317,-16,-0.505964
2318,-8,-0.252982
2319,48,1.51789
2320,-18,-0.56921
2321,-34,-1.07517
2322,-24,-0.758947
2323,2,0.0632456
2324,10,0.316228
2325,12,0.379473
2326,-36,-1.13842
2327,34,1.07517
2328,16,0.505964
2329,-50,-1.58114
2330,0,0
2331,0,0
2332,46,1.45465
2333,-22,-0.695701
2334,32,1.01193
2335,58,1.83412
2336,-58,-1.83412
2337,20,0.632456
2338,-50,-1.58114
2339,-24,-0.758947
2340,40,1.26491
2341,46,1.45465
2342,2,0.0632456
2343,8,0.252982
2344,36,1.13842
2345,-26,-0.822192
2346,-56,-1.77088
2347,30,0.948683
2348,-6,-0.189737
2349,-62,-1.96061
2350,-30,-0.948683
2351,-16,-0.505964
2352,14,0.442719
2353,-4,-0.126491
2354,52,1.64438
2355,-14,-0.442719
2356,2,0.0632456
2357,38,1.20167
2358,-10,-0.316228
2359,-56,-1.77088
2360,28,0.885438
2361,38,1.20167
2362,-6,-0.189737
2363,30,0.948683
2364,20,0.632456
2365,-42,-1.32816
2366,16,0.505964
2367,12,0.379473
2368,-40,-1.26491
2369,-8,-0.252982
2370,-38,-1.20167
2371,-32,-1.01193
2372,30,0.948683
2373,16,0.505964
2374,-38,-1.20167
2375,0,0
2376,-48,-1.51789
2377,-6,-0.189737
2378,-8,-0.252982
2379,46,1.45465
2380,-52,-1.64438
2381,26,0.822192
2382,-48,-1.51789
2383,12,0.379473
2384,30,0.948683
2385,22,0.695701
2386,14,0.442719
2387,-10,-0.316228
2388,-42,-1.32816
2389,14,0.442719
2390,-6,-0.189737
2391,16,0.505964
2392,66,2.0871
2393,-4,-0.126491
2394,12,0.379473
2395,16,0.505964
2396,-56,-1.77088
2397,6,0.189737
2398,-14,-0.442719
2399,-12,-0.379473
2400,12,0.379473
2401,-48,-1.51789
2402,12,0.379473
2403,-6,-0.189737
2404,-2,-0.0632456
2405,30,0.948683
2406,4,0.126491
2407,10,0.316228
2408,-10,-0.316228
2409,-8,-0.252982
2410,4,0.126491
2411,52,1.64438
2412,-38,-1.20167
2413,6,0.189737
2414,14,0.442719
2415,-14,-0.442719
2416,-8,-0.252982
2417,60,1.89737
2418,26,0.822192
2419,-12,-0.379473
2420,62,1.96061
2421,50,1.58114
2422,14,0.442719
2423,-28,-0.885438
2424,8,0.252982
2425,10,0.316228
2426,-2,-0.0632456
2427,-8,-0.252982
2428,-36,-1.13842
2429,32,1.01193
2430,-2,-0.0632456
2431,48,1.51789
2432,-8,-0.252982
2433,14,0.442719
2434,4,0.126491
2435,6,0.189737
2436,32,1.01193
2437,-22,-0.695701
2438,4,0.126491
2439,22,0.695701
2440,-20,-0.632456
2441,-6,-0.189737
2442,-50,-1.58114
2443,-4,-0.126491
2444,-58,-1.83412
2445,52,1.64438
2446,-4,-0.126491
2447,-22,-0.695701
2448,30,0.948683
2449,54,1.70763
2450,-12,-0.379473
2451,-68,-2.15035
2452,-10,-0.316228
2453,-22,-0.695701
2454,-20,-0.632456
2455,24,0.758947
2456,-14,-0.442719
2457,-28,-0.885438
2458,78,2.46658
2459,40,1.26491
2460,40,1.26491
2461,-36,-1.13842
2462,92,2.9093
2463,8,0.252982
2464,12,0.379473
2465,42,1.32816
2466,-26,-0.822192
2467,12,0.379473
2468,-6,-0.189737
2469,44,1.3914
2470,34,1.07517
2471,-46,-1.45465
2472,-26,-0.822192
2473,-4,-0.126491
2474,-8,-0.252982
2475,20,0.632456
2476,58,1.83412
2477,-16,-0.505964
2478,-40,-1.26491
2479,-12,-0.379473
2480,-58,-1.83412
2481,-6,-0.189737
2482,-42,-1.32816
2483,-74,-2.34009
2484,34,1.07517
2485,-10,-0.316228
2486,0,0
2487,-56,-1.77088
2488,-60,-1.89737
2489,6,0.189737
2490,2,0.0632456
2491,-10,-0.316228
2492,12,0.379473
2493,18,0.56921
2494,72,2.27684
2495,-26,-0.822192
2496,-4,-0.126491
2497,54,1.70763
2498,-22,-0.695701
2499,40,1.26491
2500,-24,-0.758947
2501,-36,-1.13842
2502,-20,-0.632456
2503,-10,-0.316228
2504,-4,-0.126491
2505,0,0
2506,-2,-0.0632456
2507,-32,-1.01193
2508,34,1.07517
2509,6,0.189737
2510,14,0.442719
2511,-6,-0.189737
2512,36,1.13842
2513,52,1.64438
2514,10,0.316228
2515,-62,-1.96061
2516,46,1.45465
2517,46,1.45465
2518,-44,-1.3914
2519,38,1.20167
2520,-32,-1.01193
2521,-40,-1.26491
2522,-16,-0.505964
2523,22,0.695701
2524,-26,-0.822192
2525,-56,-1.77088
2526,14,0.442719
2527,0,0
2528,-16,-0.505964
2529,74,2.34009
2530,52,1.64438
2531,-8,-0.252982
2532,-10,-0.316228
2533,16,0.505964
2534,42,1.32816
2535,0,0
2536,-16,-0.505964
2537,-40,-1.26491
2538,-12,-0.379473
2539,20,0.632456
2540,36,1.13842
2541,-30,-0.948683
2542,-16,-0.505964
2543,-16,-0.505964
2544,-30,-0.948683
2545,36,1.13842
2546,28,0.885438
2547,50,1.58114
2548,-10,-0.316228
2549,52,1.64438
2550,-16,-0.505964
2551,6,0.189737
2552,-2,-0.0632456
2553,-14,-0.442719
2554,8,0.252982
2555,38,1.20167
2556,-10,-0.316228
2557,-40,-1.26491
2558,-60,-1.89737
2559,-38,-1.20167
2560,-22,-0.695701
2561,12,0.379473
2562,4,0.126491
2563,24,0.758947
2564,-20,-0.632456
2565,12,0.379473
2566,-12,-0.379473
2567,-6,-0.189737
2568,-2,-0.0632456
2569,-4,-0.126491
2570,26,0.822192
2571,32,1.01193
2572,0,0
2573,0,0
2574,20,0.632456
2575,16,0.505964
2576,-60,-1.89737
2577,30,0.948683
2578,8,0.252982
2579,-40,-1.26491
2580,22,0.695701
2581,28,0.885438
2582,-6,-0.189737
2583,24,0.758947
2584,0,0
2585,-10,-0.316228
2586,-70,-2.21359
2587,36,1.13842
2588,12,0.379473
2589,-18,-0.56921
2590,16,0.505964
2591,6,0.189737
2592,0,0
2593,76,2.40333
2594,16,0.505964
2595,6,0.189737
2596,34,1.07517
2597,-10,-0.316228
2598,-2,-0.0632456
2599,38,1.20167
2600,-38,-1.20167
2601,8,0.252982
2602,-2,-0.0632456
2603,-30,-0.948683
2604,2,0.0632456
2605,24,0.758947
2606,-14,-0.442719
2607,62,1.96061
2608,-44,-1.3914
2609,-18,-0.56921
2610,4,0.126491
2611,48,1.51789
2612,-20,-0.632456
2613,70,2.21359
2614,-20,-0.632456
2615,4,0.126491
2616,-14,-0.442719
2617,-36,-1.13842
2618,-52,-1.64438
2619,26,0.822192
2620,48,1.51789
2621,-30,-0.948683
2622,22,0.695701
2623,-52,-1.64438
2624,-12,-0.379473
2625,-12,-0.379473
2626,-6,-0.189737
2627,-34,-1.07517
2628,10,0.316228
2629,-14,-0.442719
2630,-14,-0.442719
2631,-30,-0.948683
2632,-78,-2.46658
2633,-8,-0.252982
2634,-24,-0.758947
2635,28,0.885438
2636,-14,-0.442719
