walk_index,terminal_position,scaled_terminal
2637,-12,-0.379473
2638,-18,-0.56921
2639,-14,-0.442719
2640,40,1.26491
2641,32,1.01193
2642,-34,-1.07517
2643,-14,-0.442719
2644,46,1.45465
2645,32,1.01193
2646,-22,-0.695701
2647,-30,-0.948683
2648,8,0.252982
2649,30,0.948683
2650,40,1.26491
2651,20,0.632456
2652,-24,-0.758947
2653,-4,-0.126491
2654,-2,-0.0632456
2655,24,0.758947
2656,-16,-0.505964
2657,-8,-0.252982
2658,-6,-0.189737
2659,-38,-1.20167
2660,-14,-0.442719
2661,22,0.695701
2662,-24,-0.758947
2663,-16,-0.505964
2664,82,2.59307
2665,-2,-0.0632456
2666,-18,-0.56921
2667,-16,-0.505964
2668,-86,-2.71956
2669,98,3.09903
2670,-8,-0.252982
2671,-80,-2.52982
2672,-32,-1.01193
2673,54,1.70763
2674,0,0
2675,-2,-0.0632456
2676,8,0.252982
2677,-32,-1.01193
2678,-10,-0.316228
2679,52,1.64438
2680,2,0.0632456
2681,40,1.26491
2682,16,0.505964
2683,18,0.56921
2684,68,2.15035
2685,16,0.505964
2686,-10,-0.316228
2687,38,1.20167
2688,20,0.632456
2689,-14,-0.442719
2690,36,1.13842
2691,54,1.70763
2692,-38,-1.20167
2693,-46,-1.45465
2694,-14,-0.442719
2695,-24,-0.758947
2696,-46,-1.45465
2697,-26,-0.822192
2698,2,0.0632456
2699,10,0.316228
2700,-12,-0.379473
2701,-16,-0.505964
2702,-10,-0.316228
2703,-30,-0.948683
2704,-24,-0.758947
2705,-16,-0.505964
2706,-28,-0.885438
2707,34,1.07517
2708,-14,-0.442719
2709,-42,-1.32816
2710,28,0.885438
2711,10,0.316228
2712,-56,-1.77088
2713,-8,-0.252982
2714,46,1.45465
2715,4,0.126491
2716,12,0.379473
2717,12,0.379473
2718,4,0.126491
2719,8,0.252982
2720,-8,-0.252982
2721,-98,-3.09903
2722,-22,-0.695701
2723,18,0.56921
2724,52,1.64438
2725,-14,-0.442719
2726,-32,-1.01193
2727,64,2.02386
2728,72,2.27684
2729,8,0.252982
2730,46,1.45465
2731,42,1.32816
2732,-6,-0.189737
2733,26,0.822192
2734,0,0
2735,-22,-0.695701
2736,14,0.442719
2737,6,0.189737
2738,-68,-2.15035
2739,-10,-0.316228
2740,-38,-1.20167
2741,-14,-0.442719
2742,-66,-2.0871
2743,-38,-1.20167
2744,-22,-0.695701
2745,0,0
2746,-76,-2.40333
2747,-4,-0.126491
2748,12,0.379473
2749,6,0.189737
2750,-6,-0.189737
2751,-16,-0.505964
2752,26,0.822192
2753,-20,-0.632456
2754,-14,-0.442719
2755,-12,-0.379473
2756,-10,-0.316228
2757,72,2.27684
2758,38,1.20167
2759,64,2.02386
2760,80,2.52982
2761,10,0.316228
2762,-58,-1.83412
2763,-10,-0.316228
2764,-34,-1.07517
2765,-20,-0.632456
2766,2,0.0632456
2767,0,0
2768,-2,-0.0632456
2769,-10,-0.316228
2770,4,0.126491
2771,-46,-1.45465
2772,2,0.0632456
2773,50,1.58114
2774,-100,-3.16228
2775,32,1.01193
2776,-18,-0.56921
2777,-46,-1.45465
2778,4,0.126491
2779,-70,-2.21359
2780,-8,-0.252982
2781,-10,-0.316228
2782,24,0.758947
2783,-48,-1.51789
2784,-46,-1.45465
2785,-44,-1.3914
2786,2,0.0632456
2787,-44,-1.3914
2788,-18,-0.56921
2789,16,0.505964
2790,52,1.64438
2791,22,0.695701
2792,10,0.316228
2793,0,0
2794,102,3.22552
2795,42,1.32816
2796,-14,-0.442719
2797,16,0.505964
2798,-24,-0.758947
2799,-18,-0.56921
2800,4,0.126491
2801,20,0.632456
2802,-6,-0.189737
2803,36,1.13842
2804,-18,-0.56921
2805,-22,-0.695701
2806,0,0
2807,30,0.948683
2808,-18,-0.56921
2809,44,1.3914
2810,62,1.96061
2811,78,2.46658
2812,0,0
2813,74,2.34009
2814,-34,-1.07517
2815,-34,-1.07517
2816,-2,-0.0632456
2817,-12,-0.379473
2818,-60,-1.89737
2819,-30,-0.948683
2820,6,0.189737
2821,40,1.26491
2822,-2,-0.0632456
2823,10,0.316228
2824,24,0.758947
2825,32,1.01193
2826,26,0.822192
2827,-12,-0.379473
2828,38,1.20167
2829,-6,-0.189737
2830,-2,-0.0632456
2831,2,0.0632456
2832,-52,-1.64438
2833,38,1.20167
2834,0,0
2835,14,0.442719
2836,-76,-2.40333
2837,-16,-0.505964
2838,-46,-1.45465
2839,-12,-0.379473
2840,-8,-0.252982
2841,14,0.442719
2842,-6,-0.189737
2843,-44,-1.3914
2844,-30,-0.948683
2845,28,0.885438
2846,-4,-0.126491
2847,-36,-1.13842
2848,70,2.21359
2849,28,0.885438
2850,-4,-0.126491
2851,26,0.822192
2852,18,0.56921
2853,54,1.70763
2854,6,0.189737
2855,-14,-0.442719
2856,6,0.189737
2857,-20,-0.632456
2858,18,0.56921
2859,-22,-0.695701
2860,-38,-1.20167
2861,34,1.07517
2862,-102,-3.22552
2863,22,0.695701
2864,2,0.0632456
2865,-34,-1.07517
2866,-24,-0.758947
2867,-24,-0.758947
2868,24,0.758947
2869,2,0.0632456
2870,8,0.252982
2871,0,0
2872,14,0.442719
2873,-24,-0.758947
2874,14,0.442719
2875,-40,-1.26491
2876,-38,-1.20167
2877,-6,-0.189737
2878,-14,-0.442719
2879,-6,-0.189737
2880,34,1.07517
2881,38,1.20167
2882,2,0.0632456
2883,-34,-1.07517
2884,-60,-1.89737
2885,34,1.07517
2886,-4,-0.126491
2887,18,0.56921
2888,10,0.316228
2889,4,0.126491
2890,54,1.70763
2891,8,0.252982
2892,-34,-1.07517
2893,26,0.822192
2894,32,1.01193
2895,-8,-0.252982
2896,-6,-0.189737
2897,-40,-1.26491
2898,10,0.316228
2899,18,0.56921
2900,-38,-1.20167
2901,-12,-0.379473
2902,-10,-0.316228
2903,12,0.379473
2904,-44,-1.3914
2905,6,0.189737
2906,16,0.505964
2907,-4,-0.126491
2908,-6,-0.189737
2909,46,1.45465
2910,-44,-1.3914
2911,-46,-1.45465
2912,72,2.27684
2913,-24,-0.758947
2914,-16,-0.505964
2915,46,1.45465
2916,-18,-0.56921
2917,12,0.379473
2918,14,0.442719
2919,-52,-1.64438
2920,-24,-0.758947
2921,-26,-0.822192
2922,-8,-0.252982
2923,0,0
2924,14,0.442719
2925,-8,-0.252982
2926,44,1.3914
2927,-52,-1.64438
2928,28,0.885438
2929,-12,-0.379473
2930,56,1.77088
2931,-12,-0.379473
2932,38,1.20167
2933,68,2.15035
2934,-6,-0.189737
2935,32,1.01193
2936,10,0.316228
2937,4,0.126491
2938,12,0.379473
2939,-22,-0.695701
2940,-52,-1.64438
2941,-40,-1.26491
2942,-22,-0.695701
2943,40,1.26491
2944,-24,-0.758947
2945,14,0.442719
2946,-14,-0.442719
2947,-42,-1.32816
2948,-30,-0.948683
2949,-6,-0.189737
2950,44,1.3914
2951,50,1.58114
2952,28,0.885438
2953,-6,-0.189737
2954,30,0.948683
2955,6,0.189737
2956,88,2.7828
2957,46,1.45465
2958,4,0.126491
2959,-22,-0.695701
2960,-8,-0.252982
2961,32,1.01193
2962,-16,-0.505964
2963,8,0.252982
2964,-38,-1.20167
2965,6,0.189737
2966,32,1.01193
2967,-36,-1.13842
2968,26,0.822192
2969,26,0.822192
2970,40,1.26491
2971,4,0.126491
2972,-38,-1.20167
2973,14,0.442719
2974,32,1.01193
2975,24,0.758947
2976,-34,-1.07517
2977,4,0.126491
2978,-10,-0.316228
2979,-22,-0.695701
2980,-38,-1.20167
2981,24,0.758947
2982,-40,-1.26491
2983,60,1.89737
2984,30,0.948683
2985,-38,-1.20167
2986,26,0.822192
2987,-48,-1.51789
2988,-14,-0.442719
2989,50,1.58114
2990,-22,-0.695701
2991,-16,-0.505964
2992,-14,-0.442719
2993,4,0.126491
2994,72,2.27684
2995,16,0.505964
2996,56,1.77088
2997,40,1.26491
2998,-18,-0.56921
2999,62,1.96061
3000,-40,-1.26491
3001,-34,-1.07517
3002,62,1.96061
3003,36,1.13842
3004,6,0.189737
3005,4,0.126491
3006,-18,-0.56921
3007,12,0.379473
3008,54,1.70763
3009,34,1.07517
3010,-10,-0.316228
3011,-2,-0.0632456
3012,-12,-0.379473
3013,-14,-0.442719
3014,24,0.758947
3015,14,0.442719
3016,-2,-0.0632456
3017,34,1.07517
3018,12,0.379473
3019,-12,-0.379473
3020,6,0.189737
3021,6,0.189737
3022,0,0
3023,-18,-0.56921
3024,8,0.252982
3025,30,0.948683
3026,64,2.02386
3027,20,0.632456
3028,-40,-1.26491
3029,-62,-1.96061
3030,-42,-1.32816
3031,-4,-0.126491
3032,-52,-1.64438
3033,6,0.189737
3034,-24,-0.758947
3035,-32,-1.01193
3036,18,0.56921
3037,24,0.758947
3038,6,0.189737
3039,-38,-1.20167
3040,24,0.758947
3041,-40,-1.26491
3042,52,1.64438
3043,22,0.695701
3044,-6,-0.189737
3045,-32,-1.01193
3046,40,1.26491
3047,-28,-0.885438
3048,4,0.126491
3049,2,0.0632456
3050,36,1.13842
3051,-46,-1.45465
3052,-32,-1.01193
3053,36,1.13842
3054,36,1.13842
3055,-12,-0.379473
3056,22,0.695701
3057,-4,-0.126491
3058,20,0.632456
3059,-20,-0.632456
3060,20,0.632456
3061,-2,-0.0632456
3062,8,0.252982
3063,-24,-0.758947
3064,10,0.316228
3065,-52,-1.64438
3066,32,1.01193
3067,-6,-0.189737
3068,42,1.32816
3069,-10,-0.316228
3070,12,0.379473
3071,40,1.26491
3072,16,0.505964
3073,-2,-0.0632456
3074,40,1.26491
3075,32,1.01193
3076,-82,-2.59307
3077,6,0.189737
3078,20,0.632456
3079,-28,-0.885438
3080,20,0.632456
3081,26,0.822192
3082,-24,-0.758947
3083,20,0.632456
3084,-28,-0.885438
3085,14,0.442719
3086,26,0.822192
3087,-24,-0.758947
3088,20,0.632456
3089,-22,-0.695701
3090,50,1.58114
3091,72,2.27684
3092,56,1.77088
3093,-82,-2.59307
3094,-48,-1.51789
3095,-40,-1.26491
3096,-54,-1.70763
3097,20,0.632456
3098,0,0
3099,0,0
3100,-4,-0.126491
3101,-20,-0.632456
3102,-10,-0.316228
3103,-10,-0.316228
3104,66,2.0871
3105,-16,-0.505964
3106,-34,-1.07517
3107,-18,-0.56921
3108,4,0.126491
3109,-14,-0.442719
3110,12,0.379473
3111,-14,-0.442719
3112,-22,-0.695701
3113,18,0.56921
3114,-20,-0.632456
3115,58,1.83412
3116,2,0.0632456
3117,-18,-0.56921
3118,-30,-0.948683
3119,4,0.126491
3120,-8,-0.252982
3121,-52,-1.64438
3122,10,0.316228
3123,-12,-0.379473
3124,14,0.442719
3125,-18,-0.56921
3126,-40,-1.26491
3127,-26,-0.822192
3128,18,0.56921
3129,30,0.948683
3130,-2,-0.0632456
3131,6,0.189737
3132,-24,-0.758947
3133,-18,-0.56921
3134,12,0.379473
3135,52,1.64438
3136,-22,-0.695701
3137,16,0.505964
3138,-30,-0.948683
3139,-52,-1.64438
3140,-48,-1.51789
3141,30,0.948683
3142,6,0.189737
3143,-2,-0.0632456
3144,-14,-0.442719
3145,-40,-1.26491
3146,2,0.0632456
3147,16,0.505964
3148,-40,-1.26491
3149,-4,-0.126491
3150,6,0.189737
3151,10,0.316228
3152,4,0.126491
3153,34,1.07517
3154,-12,-0.379473
3155,36,1.13842
3156,62,1.96061
3157,4,0.126491
3158,6,0.189737
3159,-48,-1.51789
3160,-44,-1.3914
3161,-66,-2.0871
3162,-32,-1.01193
3163,-10,-0.316228
3164,-4,-0.126491
3165,-24,-0.758947
3166,-30,-0.948683
3167,56,1.77088
3168,14,0.442719
3169,10,0.316228
3170,14,0.442719
3171,28,0.885438
3172,-26,-0.822192
3173,44,1.3914
3174,18,0.56921
3175,-8,-0.252982
3176,-44,-1.3914
3177,-24,-0.758947
3178,70,2.21359
3179,-16,-0.505964
3180,54,1.70763
3181,-46,-1.45465
3182,16,0.505964
3183,-28,-0.885438
3184,-78,-2.46658
3185,36,1.13842
3186,42,1.32816
3187,-20,-0.632456
3188,4,0.126491
3189,-26,-0.822192
3190,-32,-1.01193
3191,54,1.70763
3192,-2,-0.0632456
3193,-22,-0.695701
3194,-34,-1.07517
3195,24,0.758947
3196,-56,-1.77088
3197,-42,-1.32816
3198,-16,-0.505964
3199,-8,-0.252982
3200,-6,-0.189737
3201,48,1.51789
3202,70,2.21359
3203,10,0.316228
3204,-30,-0.948683
3205,-24,-0.758947
3206,8,0.252982
3207,-46,-1.45465
3208,22,0.695701
3209,-36,-1.13842
3210,2,0.0632456
3211,-18,-0.56921
3212,2,0.0632456
3213,28,0.885438
3214,-24,-0.758947
3215,30,0.948683
3216,18,0.56921
3217,-46,-1.45465
3218,-22,-0.695701
3219,-46,-1.45465
3220,6,0.189737
3221,-6,-0.189737
3222,66,2.0871
3223,66,2.0871
3224,-4,-0.126491
3225,-20,-0.632456
3226,-2,-0.0632456
3227,8,0.252982
3228,-52,-1.64438
3229,-14,-0.442719
3230,-22,-0.695701
3231,-8,-0.252982
3232,26,0.822192
3233,34,1.07517
3234,-28,-0.885438
3235,-28,-0.885438
3236,-26,-0.822192
3237,-60,-1.89737
3238,-52,-1.64438
3239,44,1.3914
3240,64,2.02386
3241,-40,-1.26491
3242,14,0.442719
3243,-42,-1.32816
3244,-92,-2.9093
3245,8,0.252982
3246,-18,-0.56921
3247,-10,-0.316228
3248,-2,-0.0632456
3249,76,2.40333
3250,16,0.505964
3251,-2,-0.0632456
3252,14,0.442719
3253,-46,-1.45465
3254,26,0.822192
3255,-8,-0.252982
3256,-54,-1.70763
3257,-56,-1.77088
3258,26,0.822192
3259,0,0
3260,-6,-0.189737
3261,-42,-1.32816
3262,-52,-1.64438
3263,-40,-1.26491
3264,84,2.65631
3265,32,1.01193
3266,8,0.252982
3267,40,1.26491
3268,-20,-0.632456
3269,40,1.26491
3270,-54,-1.70763
3271,-10,-0.316228
3272,-18,-0.56921
3273,18,0.56921
3274,-24,-0.758947
3275,10,0.316228
3276,-2,-0.0632456
3277,10,0.316228
3278,-24,-0.758947
3279,-20,-0.632456
3280,-76,-2.40333
3281,-12,-0.379473
3282,-6,-0.189737
3283,-14,-0.442719
3284,-28,-0.885438
3285,62,1.96061
3286,6,0.189737
3287,-90,-2.84605
3288,-22,-0.695701
3289,42,1.32816
3290,-50,-1.58114
3291,24,0.758947
3292,28,0.885438
3293,-10,-0.316228
3294,20,0.632456
3295,-22,-0.695701
3296,18,0.56921
3297,-44,-1.3914
3298,30,0.948683
3299,-34,-1.07517
3300,6,0.189737
3301,10,0.316228
3302,38,1.20167
3303,36,1.13842
3304,50,1.58114
3305,8,0.252982
3306,-2,-0.0632456
3307,-14,-0.442719
3308,6,0.189737
3309,40,1.26491
3310,-18,-0.56921
3311,-16,-0.505964
3312,-44,-1.3914
3313,-34,-1.07517
3314,-20,-0.632456
3315,8,0.252982
3316,-18,-0.56921
3317,10,0.316228
3318,2,0.0632456
3319,0,0
3320,-6,-0.189737
3321,4,0.126491
3322,16,0.505964
3323,-4,-0.126491
3324,-20,-0.632456
3325,-28,-0.885438
3326,-68,-2.15035
3327,-58,-1.83412
3328,36,1.13842
3329,-32,-1.01193
3330,-12,-0.379473
3331,52,1.64438
3332,6,0.189737
3333,-4,-0.126491
3334,0,0
3335,-24,-0.758947
3336,-2,-0.0632456
3337,-32,-1.01193
3338,-44,-1.3914
3339,16,0.505964
3340,-16,-0.505964
3341,16,0.505964
3342,-16,-0.505964
3343,40,1.26491
3344,-8,-0.252982
3345,-76,-2.40333
3346,-22,-0.695701
3347,14,0.442719
3348,8,0.252982
3349,34,1.07517
3350,-8,-0.252982
3351,-30,-0.948683
3352,-2,-0.0632456
3353,28,0.885438
3354,6,0.189737
3355,52,1.64438
3356,80,2.52982
3357,-12,-0.379473
3358,-34,-1.07517
3359,-30,-0.948683
3360,34,1.07517
3361,-12,-0.379473
3362,10,0.316228
3363,-26,-0.822192
3364,-6,-0.189737
3365,-24,-0.758947
3366,-12,-0.379473
3367,0,0
3368,26,0.822192
3369,-4,-0.126491
3370,14,0.442719
3371,16,0.505964
3372,2,0.0632456
3373,-22,-0.695701
3374,62,1.96061
3375,-62,-1.96061
3376,12,0.379473
3377,10,0.316228
3378,18,0.56921
3379,-36,-1.13842
3380,60,1.89737
3381,-10,-0.316228
3382,-2,-0.0632456
3383,-12,-0.379473
3384,0,0
3385,-24,-0.758947
3386,-18,-0.56921
3387,32,1.01193
3388,0,0
3389,-78,-2.46658
3390,-30,-0.948683
3391,-18,-0.56921
3392,-18,-0.56921
3393,24,0.758947
3394,-32,-1.01193
3395,38,1.20167
3396,-26,-0.822192
3397,42,1.32816
3398,30,0.948683
3399,-20,-0.632456
3400,-40,-1.26491
3401,-12,-0.379473
3402,6,0.189737
3403,60,1.89737
3404,-54,-1.70763
3405,4,0.126491
3406,-12,-0.379473
3407,-12,-0.379473
3408,44,1.3914
3409,-30,-0.948683
3410,-10,-0.316228
3411,60,1.89737
3412,-32,-1.01193
3413,-30,-0.948683
3414,60,1.89737
3415,-14,-0.442719
3416,22,0.695701
3417,-34,-1.07517
3418,-46,-1.45465
3419,-56,-1.77088
3420,14,0.442719
3421,12,0.379473
3422,22,0.695701
3423,4,0.126491
3424,80,2.52982
3425,20,0.632456
3426,2,0.0632456
3427,20,0.632456
3428,-34,-1.07517
3429,14,0.442719
3430,42,1.32816
3431,38,1.20167
3432,-4,-0.126491
3433,46,1.45465
3434,-48,-1.51789
3435,-8,-0.252982
3436,-48,-1.51789
3437,16,0.505964
3438,-4,-0.126491
3439,-14,-0.442719
3440,8,0.252982
3441,-16,-0.505964
3442,-26,-0.822192
3443,-36,-1.13842
3444,12,0.379473
3445,18,0.56921
3446,32,1.01193
3447,-2,-0.0632456
3448,76,2.40333
3449,22,0.695701
3450,-6,-0.189737
3451,-10,-0.316228
3452,28,0.885438
3453,-28,-0.885438
3454,24,0.758947
3455,40,1.26491
3456,60,1.89737
3457,18,0.56921
3458,-50,-1.58114
3459,4,0.126491
3460,-16,-0.505964
3461,0,0
3462,30,0.948683
3463,-32,-1.01193
3464,68,2.15035
3465,34,1.07517
3466,30,0.948683
3467,-50,-1.58114
3468,6,0.189737
3469,6,0.189737
3470,-26,-0.822192
3471,-6,-0.189737
3472,52,1.64438
3473,-30,-0.948683
3474,34,1.07517
3475,-50,-1.58114
3476,44,1.3914
3477,-28,-0.885438
3478,-16,-0.505964
3479,2,0.0632456
3480,0,0
3481,-18,-0.56921
3482,-18,-0.56921
3483,-20,-0.632456
3484,28,0.885438
3485,46,1.45465
3486,36,1.13842
3487,-30,-0.948683
3488,-2,-0.0632456
3489,54,1.70763
3490,-68,-2.15035
3491,2,0.0632456
3492,2,0.0632456
3493,-24,-0.758947
3494,52,1.64438
3495,8,0.252982
3496,56,1.77088
3497,38,1.20167
3498,-4,-0.126491
3499,-24,-0.758947
3500,0,0
3501,-60,-1.89737
3502,-24,-0.758947
3503,8,0.252982
3504,6,0.189737
3505,-28,-0.885438
3506,-28,-0.885438
3507,38,1.20167
3508,-32,-1.01193
3509,38,1.20167
3510,0,0
3511,-18,-0.56921
3512,28,0.885438
3513,-10,-0.316228
3514,-44,-1.3914
3515,48,1.51789
3516,-10,-0.316228
3517,2,0.0632456
3518,26,0.822192
3519,6,0.189737
3520,-60,-1.89737
3521,-16,-0.505964
3522,-6,-0.189737
3523,-2,-0.0632456
3524,16,0.505964
3525,-30,-0.948683
3526,2,0.0632456
3527,10,0.316228
3528,40,1.26491
3529,-26,-0.822192
3530,-58,-1.83412
3531,-68,-2.15035
3532,-12,-0.379473
3533,44,1.3914
3534,-28,-0.885438
3535,-22,-0.695701
3536,82,2.59307
3537,12,0.379473
3538,-74,-2.34009
3539,-18,-0.56921
3540,12,0.379473
3541,-28,-0.885438
3542,30,0.948683
3543,44,1.3914
3544,2,0.0632456
3545,-36,-1.13842
3546,48,1.51789
3547,-40,-1.26491
3548,-52,-1.64438
3549,28,0.885438
3550,44,1.3914
3551,46,1.45465
3552,14,0.442719
3553,-2,-0.0632456
3554,-58,-1.83412
3555,12,0.379473
3556,-16,-0.505964
3557,34,1.07517
3558,20,0.632456
3559,-2,-0.0632456
3560,-10,-0.316228
3561,22,0.695701
3562,38,1.20167
3563,18,0.56921
3564,-12,-0.379473
3565,-18,-0.56921
3566,20,0.632456
3567,-22,-0.695701
3568,-24,-0.758947
3569,22,0.695701
3570,-20,-0.632456
3571,0,0
3572,14,0.442719
3573,-48,-1.51789
3574,-16,-0.505964
3575,-66,-2.0871
3576,14,0.442719
3577,-28,-0.885438
3578,64,2.02386
3579,20,0.632456
3580,24,0.758947
3581,-2,-0.0632456
3582,24,0.758947
3583,0,0
3584,8,0.252982
3585,-80,-2.52982
3586,-4,-0.126491
3587,2,0.0632456
3588,-2,-0.0632456
3589,-34,-1.07517
3590,16,0.505964
3591,-26,-0.822192
3592,-34,-1.07517
3593,20,0.632456
3594,-2,-0.0632456
3595,0,0
3596,-52,-1.64438
3597,-42,-1.32816
3598,-38,-1.20167
3599,-14,-0.442719
3600,42,1.32816
3601,-30,-0.948683
3602,-16,-0.505964
3603,0,0
3604,-84,-2.65631
3605,-4,-0.126491
3606,40,1.26491
3607,12,0.379473
3608,-10,-0.316228
3609,-6,-0.189737
3610,16,0.505964
3611,-40,-1.26491
3612,32,1.01193
3613,-52,-1.64438
3614,50,1.58114
3615,-6,-0.189737
3616,6,0.189737
3617,-26,-0.822192
3618,-62,-1.96061
3619,2,0.0632456
3620,-10,-0.316228
3621,-28,-0.885438
3622,32,1.01193
3623,10,0.316228
3624,-18,-0.56921
3625,-14,-0.442719
3626,-74,-2.34009
3627,38,1.20167
3628,18,0.56921
3629,2,0.0632456
3630,58,1.83412
3631,-12,-0.379473
3632,24,0.758947
3633,-10,-0.316228
3634,24,0.758947
3635,-6,-0.189737
3636,-44,-1.3914
3637,-44,-1.3914
3638,-26,-0.822192
3639,54,1.70763
3640,14,0.442719
3641,60,1.89737
3642,-16,-0.505964
3643,-34,-1.07517
3644,48,1.51789
3645,24,0.758947
3646,4,0.126491
3647,14,0.442719
3648,26,0.822192
3649,2,0.0632456
3650,-6,-0.189737
3651,10,0.316228
3652,58,1.83412
3653,34,1.07517
3654,10,0.316228
3655,-36,-1.13842
3656,-70,-2.21359
3657,0,0
3658,-18,-0.56921
3659,44,1.3914
3660,-36,-1.13842
3661,-46,-1.45465
3662,-16,-0.505964
3663,-20,-0.632456
3664,12,0.379473
3665,-28,-0.885438
3666,-66,-2.0871
3667,32,1.01193
3668,14,0.442719
3669,10,0.316228
3670,8,0.252982
3671,2,0.0632456
3672,42,1.32816
3673,30,0.948683
3674,20,0.632456
3675,12,0.379473
3676,-60,-1.89737
3677,42,1.32816
3678,50,1.58114
3679,-54,-1.70763
3680,0,0
3681,44,1.3914
3682,-6,-0.189737
3683,8,0.252982
3684,-22,-0.695701
3685,-34,-1.07517
3686,-14,-0.442719
3687,-8,-0.252982
3688,-56,-1.77088
3689,-20,-0.632456
3690,-6,-0.189737
3691,20,0.632456
3692,8,0.252982
3693,26,0.822192
3694,12,0.379473
3695,76,2.40333
3696,4,0.126491
3697,-6,-0.189737
3698,-8,-0.252982
3699,-34,-1.07517
3700,-2,-0.0632456
3701,-32,-1.01193
3702,40,1.26491
3703,58,1.83412
3704,28,0.885438
3705,-2,-0.0632456
3706,-70,-2.21359
3707,12,0.379473
3708,28,0.885438
3709,-2,-0.0632456
3710,-34,-1.07517
3711,28,0.885438
3712,-14,-0.442719
3713,-16,-0.505964
3714,14,0.442719
3715,32,1.01193
3716,-26,-0.822192
3717,-22,-0.695701
3718,26,0.822192
3719,8,0.252982
3720,-14,-0.442719
3721,-34,-1.07517
3722,-30,-0.948683
3723,6,0.189737
3724,14,0.442719
3725,16,0.505964
3726,6,0.189737
3727,-4,-0.126491
3728,14,0.442719
3729,26,0.822192
3730,6,0.189737
3731,-24,-0.758947
3732,-36,-1.13842
3733,42,1.32816
3734,-18,-0.56921
3735,-30,-0.948683
3736,4,0.126491
3737,-32,-1.01193
3738,-28,-0.885438
3739,-20,-0.632456
3740,12,0.379473
3741,10,0.316228
3742,-26,-0.822192
3743,-50,-1.58114
3744,126,3.98447
3745,52,1.64438
3746,28,0.885438
3747,60,1.89737
3748,6,0.189737
3749,-18,-0.56921
3750,28,0.885438
3751,44,1.3914
3752,26,0.822192
3753,22,0.695701
3754,24,0.758947
3755,-54,-1.70763
3756,-10,-0.316228
3757,-16,-0.505964
3758,34,1.07517
3759,6,0.189737
3760,44,1.3914
3761,-16,-0.505964
3762,6,0.189737
3763,0,0
3764,8,0.252982
3765,-48,-1.51789
3766,-30,-0.948683
3767,-6,-0.189737
3768,-54,-1.70763
3769,52,1.64438
3770,-4,-0.126491
3771,6,0.189737
3772,46,1.45465
3773,28,0.885438
3774,36,1.13842
3775,-4,-0.126491
3776,6,0.189737
3777,-4,-0.126491
3778,36,1.13842
3779,18,0.56921
3780,-40,-1.26491
3781,-4,-0.126491
3782,-44,-1.3914
3783,-64,-2.02386
3784,6,0.189737
3785,-20,-0.632456
3786,6,0.189737
3787,-14,-0.442719
3788,28,0.885438
3789,20,0.632456
3790,14,0.442719
3791,22,0.695701
3792,2,0.0632456
3793,-14,-0.442719
3794,10,0.316228
3795,-12,-0.379473
3796,24,0.758947
3797,24,0.758947
3798,30,0.948683
3799,-12,-0.379473
3800,2,0.0632456
3801,-64,-2.02386
3802,-54,-1.70763
3803,-38,-1.20167
3804,24,0.758947
3805,-38,-1.20167
3806,62,1.96061
3807,-46,-1.45465
3808,-70,-2.21359
3809,-44,-1.3914
3810,-12,-0.379473
3811,20,0.632456
3812,18,0.56921
3813,10,0.316228
3814,4,0.126491
3815,36,1.13842
3816,-8,-0.252982
3817,-14,-0.442719
3818,40,1.26491
3819,-24,-0.758947
3820,10,0.316228
3821,-12,-0.379473
3822,-2,-0.0632456
3823,74,2.34009
3824,-42,-1.32816
3825,-20,-0.632456
3826,8,0.252982
3827,26,0.822192
3828,-6,-0.189737
3829,0,0
3830,90,2.84605
3831,18,0.56921
3832,38,1.20167
3833,4,0.126491
3834,36,1.13842
3835,18,0.56921
3836,6,0.189737
3837,24,0.758947
3838,-62,-1.96061
3839,-34,-1.07517
3840,10,0.316228
3841,-40,-1.26491
3842,26,0.822192
3843,-14,-0.442719
3844,-44,-1.3914
3845,-4,-0.126491
3846,-40,-1.26491
3847,12,0.379473
3848,-26,-0.822192
3849,0,0
3850,-24,-0.758947
3851,-36,-1.13842
3852,-18,-0.56921
3853,-32,-1.01193
3854,-30,-0.948683
3855,-60,-1.89737
3856,20,0.632456
3857,0,0
3858,10,0.316228
3859,12,0.379473
3860,-10,-0.316228
3861,-22,-0.695701
3862,-8,-0.252982
3863,-56,-1.77088
3864,-12,-0.379473
3865,-34,-1.07517
3866,-46,-1.45465
3867,18,0.56921
3868,-22,-0.695701
3869,-28,-0.885438
3870,8,0.252982
3871,-30,-0.948683
3872,54,1.70763
3873,-38,-1.20167
3874,14,0.442719
3875,4,0.126491
3876,66,2.0871
3877,-38,-1.20167
3878,-12,-0.379473
3879,-28,-0.885438
3880,-56,-1.77088
3881,46,1.45465
3882,36,1.13842
3883,48,1.51789
3884,6,0.189737
3885,-58,-1.83412
3886,-20,-0.632456
3887,-30,-0.948683
3888,22,0.695701
3889,-38,-1.20167
3890,-38,-1.20167
3891,24,0.758947
3892,-4,-0.126491
3893,48,1.51789
3894,16,0.505964
3895,20,0.632456
3896,-4,-0.126491
3897,44,1.3914
3898,-2,-0.0632456
3899,-56,-1.77088
3900,2,0.0632456
3901,0,0
3902,-44,-1.3914
3903,-8,-0.252982
3904,90,2.84605
3905,-2,-0.0632456
3906,-38,-1.20167
3907,36,1.13842
3908,26,0.822192
3909,0,0
